"spe_ID";"spe_type";"spe_desc";"spe_subj";"spe_date";"per_ID";"person";"per_sec_ID";"person_sec";"loc_ID";"loc";"sit_ID";"site";"gat_ID";"gat";"org_spon_ID";"sponsor";"org_ID";"org_to";"public";"press";"radio";"tv";"video";"text";"source_list"
421;"sermon";"A Thanksgiving Discourse";"Thanksgiving";"1862-09-18";330;"Henry Allen Tupper";0;"";139;"Washington, GA";0;"";0;"";0;"";0;"";0;0;0;0;"";"";"https://books.google.com/books?id=DDBSAQAAIAA"
422;"speech";"Freedom's Joyful Day";"Emancipation";"1863-01-01";331;"Jonathan C. Gibbs";0;"";16;"Philadelphia, PA";98;"Colored Presbyterian Church of Philadelphia";0;"";0;"";122;"Colored Presbyterian Church of Philadelphia";0;0;0;0;"";"";"https://books.google.com/books/about/The_Voic"
423;"speech";"The Position and Duties of the Colored People";"New York City Draft Riots";"1863-08-24";332;"James W.C. Pennington";0;"";140;"Poughkeepsie, NY";0;"";0;"";0;"";0;"";0;0;0;0;"";"";"https://books.google.com/books/about/The_Voic"
424;"speech";"Gettysburg Address";"";"1863-11-19";139;"Abraham Lincoln";0;"";141;"Gettysburg, PA";0;"";0;"";0;"";0;"";0;0;0;0;"";"";"http://voicesofdemocracy.umd.edu/abraham-linc"
425;"speech";"Gettysburg Address";"";"1863-11-19";333;"Edward Everett";0;"";141;"Gettysburg, PA";0;"";0;"";0;"";0;"";0;0;0;0;"";"";"http://voicesofdemocracy.umd.edu/edward-evere"
426;"speech";"Duty of Colored Men In The Present National C";"";"1863-12-00";334;"Francis Williams";0;"";142;"Allegheny City, PA";99;"Avery College";0;"";0;"";123;"Avery College";0;0;0;0;"";"";"https://books.google.com/books/about/The_Voic"
427;"speech";"The Mission of the War";"Civil War";"1864-01-13";24;"Frederick Douglass";0;"";2;"New York City, NY";93;"Cooper Union";0;"";124;"Women's Loyal League (of Cooper Union)";118;"Cooper Union";0;0;0;0;"";"";"https://books.google.com/books/about/The_Voic"
428;"speech";"Give Us Equal Pay And We Will Go To War";"Equal Pay, Civil War, Civil War Recruitment";"1864-02-29";335;"J.P. Cambell";0;"";77;"Baltimore, MD";100;"Methodist Episcopal Sharp Street Church";0;"";0;"";0;"";1;0;0;0;"";"";"https://books.google.com/books/about/The_Voic"
429;"speech";"Every Man Should Stand Equal Before The Law";"Reconstruction, Voting";"1864-04-12";336;"Arnold Bertonneau";0;"";28;"Boston, MA";0;"";0;"";0;"";125;"Republican Leaders (MA)";0;0;0;0;"";"";"https://books.google.com/books/about/The_Voic"
430;"speech";"Address To The Negro Population of Nashville";"";"0000-00-00";337;"Andrew Johnson";0;"";18;"Nashville, TN";0;"";0;"";0;"";0;"";1;0;0;0;"";"";"https://books.google.com/books/about/The_Voic"
431;"speech";"Second Presidential Inaugural Address";"";"1865-03-04";139;"Abraham Lincoln";0;"";13;"Washington, D.C.";58;"U.S. Capitol";0;"";0;"";0;"";1;0;0;0;"";"";"http://www.americanrhetoric.com/speeches/abra"
432;"speech";"Farewell to the Army of Virginia";"";"1865-04-10";338;"Robert E. Lee";0;"";110;"Richmond, VA";0;"";0;"";0;"";126;"Army of Northern Virginia";0;0;0;0;"";"";"http://www.americanrhetoric.com/speeches/robe"
433;"speech";"Colored Men Standing In The Way Of Their Own ";"";"1865-05-00";339;"James Lynch";0;"";16;"Philadelphia, PA";0;"";0;"";0;"";127;"Young Men's Literary and Debating Society of ";0;0;0;0;"";"";"https://books.google.com/books/about/The_Voic"
434;"speech";"Advice to Ex-Slaves";"Emancipation";"1865-07-23";340;"Martin Robinson Delany";0;"";143;"St. Helena Island, SC";0;"";0;"";0;"";0;"";1;0;0;0;"";"";"https://books.google.com/books/about/The_Voic"
435;"speech";"Deliver Us From Such A Moses";"Andrew Johnson";"1865-12-27";341;"Lewis Hayden";0;"";28;"Boston, MA";0;"";0;"";0;"";128;"Prince Hall Grand Lodge of Free and Accepted ";0;0;0;0;"";"";"https://books.google.com/books/about/The_Voic"
436;"sermon";"The Unreasonable Prejudices Against People of";"";"1866-09-23";342;"B.F. Barrett";0;"";16;"Philadelphia, PA";101;"Church at Broad and Brandywine Streets";0;"";0;"";0;"";1;0;0;0;"";"";"https://books.google.com/books/about/The_Voic"
437;"speech";"Speech at Lawrence, Kansas";"";"1867-00-00";41;"Elizabeth Cady Stanton";0;"";144;"Lawrence, KS";0;"";0;"";0;"";0;"";1;0;0;0;"";"";"https://books.google.com/books?id=ovDtAAAAMAA"
438;"speech";"These Are Revolutionary Times";"Fourteenth Amendment";"1867-03-19";343;"E.J. Adams";0;"";131;"Charleston, SC";0;"";0;"";0;"";0;"";1;0;0;0;"";"";"https://books.google.com/books/about/The_Voic"
439;"speech";"A Speech Before The Paris Antislavery Confere";"";"1867-08-27";344;"J. Sella Martin";0;"";21;"Paris, France";0;"";0;"";0;"";0;"";0;0;0;0;"";"";"https://books.google.com/books?id=I0a0CwAAQBA"
440;"speech";"The Destructive Male";"";"1868-00-00";41;"Elizabeth Cady Stanton";0;"";13;"Washington, D.C.";0;"";0;"";0;"";0;"";0;0;0;0;"";"";"http://www.historyplace.com/speeches/stanton."
441;"speech";"I Claim The Rights Of A Man";"";"1868-09-03";345;"Henry McNeal Turner";0;"";19;"Atlanta, GA";102;"Georgia State Capitol";0;"";0;"";129;"U.S. State Legislature";0;0;0;0;"";"";"https://books.google.com/books/about/The_Voic"
442;"speech";"The Negro's First Speech in Congress, Made by";"";"1869-02-27";346;"John Willis Menard";0;"";13;"Washington, D.C.";58;"U.S. Capitol";0;"";0;"";76;"U.S. House of Representatives";0;0;0;0;"";"";"https://books.google.com/books?id=I0a0CwAAQBA"
443;"speech";"Speech to the McFarland-Richardson Protest Me";"Marriage, Divorce";"1869-05-00";41;"Elizabeth Cady Stanton";0;"";2;"New York City, NY";0;"";0;"";0;"";0;"";0;0;0;0;"";"";"https://books.google.com/books?id=ovDtAAAAMAA"
444;"speech";"Home Life";"";"1870-00-00";41;"Elizabeth Cady Stanton";0;"";114;"various";0;"";0;"";0;"";0;"";1;0;0;0;"";"";"https://books.google.com/books?id=ovDtAAAAMAA"
445;"speech";"Speech on the Georgia Bill";"Georgia";"1870-03-16";347;"Hiram R. Revels";0;"";13;"Washington, D.C.";58;"U.S. Capitol";0;"";0;"";80;"U.S. Senate";0;0;0;0;"";"";"https://books.google.com/books?id=I0a0CwAAQBA"
446;"speech";"Speech On The Enforcement of the Fourteenth A";"Fourteenth Amendment";"1871-00-00";348;"Robert C. DeLarge";0;"";13;"Washington, D.C.";58;"U.S. Capitol";0;"";0;"";76;"U.S. House of Representatives";0;0;0;0;"";"";"https://books.google.com/books?id=I0a0CwAAQBA"
447;"speech";"Speech on Disorders in the South";"";"1871-00-00";349;"Jefferson F. Long";0;"";13;"Washington, D.C.";58;"U.S. Capitol";0;"";0;"";76;"U.S. House of Representatives";0;0;0;0;"";"";"https://books.google.com/books?id=I0a0CwAAQBA"
448;"speech";"A Plea For Desegregated Schools";"Desegregation";"1871-02-08";347;"Hiram R. Revels";0;"";13;"Washington, D.C.";58;"U.S. Capitol";0;"";0;"";80;"U.S. Senate";0;0;0;0;"";"";"https://books.google.com/books/about/The_Voic"
449;"speech";"Speech Delivered at Charleston, S.C.";"";"1871-03-09";350;"Alonzo J. Ransier";0;"";131;"Charleston, SC";0;"";0;"";0;"";0;"";1;0;0;0;"";"";"https://books.google.com/books?id=I0a0CwAAQBA"
450;"speech";"The Southern Situation";"";"1871-04-01";351;"Joseph H. Rainey";0;"";13;"Washington, D.C.";58;"U.S. Capitol";0;"";0;"";76;"U.S. House of Representatives";0;0;0;0;"";"";"https://books.google.com/books?id=I0a0CwAAQBA"
451;"speech";"Enforcement of the Fourteenth Amendment";"Fourteenth Amendment";"1871-04-01";352;"Alfred Moore Waddell";0;"";13;"Washington, D.C.";58;"U.S. Capitol";0;"";0;"";76;"U.S. House of Representatives";0;0;0;0;"";"";"https://books.google.com/books/about/Oratory_"
452;"speech";"Suffrage and the Working Woman";"Suffrage, Women's Rights";"1871-07-00";325;"Susan B. Anthony";0;"";1;"unknown";0;"";0;"";0;"";0;"";0;0;0;0;"";"";"https://books.google.com/books?id=KdoaEQoc284"
453;"lecture";"The Principles of Social Freedom";"";"1871-11-20";353;"Victoria Woodhull";0;"";2;"New York City, NY";103;"Steinway Hall";0;"";0;"";0;"";0;0;0;0;"";"";"https://books.google.com/books/about/Outspoke"
454;"speech";"A Speech Made In Reply To An Attach Upon The ";"";"1872-00-00";351;"Joseph H. Rainey";0;"";13;"Washington, D.C.";58;"U.S. Capitol";0;"";0;"";76;"U.S. House of Representatives";0;0;0;0;"";"";"https://books.google.com/books?id=I0a0CwAAQBA"
455;"speech";"Speech on Education";"";"1872-00-00";351;"Joseph H. Rainey";0;"";13;"Washington, D.C.";58;"U.S. Capitol";0;"";0;"";76;"U.S. House of Representatives";0;0;0;0;"";"";"https://books.google.com/books?id=I0a0CwAAQBA"
456;"speech";"Speech in the Case of His Contested Election";"";"1872-00-00";354;"John R. Lynch";0;"";13;"Washington, D.C.";58;"U.S. Capitol";0;"";0;"";76;"U.S. House of Representatives";0;0;0;0;"";"";"https://books.google.com/books?id=I0a0CwAAQBA"
457;"speech";"""Separate Schools for White and Colored With ";"";"1872-05-04";355;"James Clarence Harper";0;"";13;"Washington, D.C.";58;"U.S. Capitol";0;"";0;"";76;"U.S. House of Representatives";0;0;0;0;"";"";"https://books.google.com/books/about/We_Want_"
458;"speech";"Constitutional Argument";"Suffrage, Women's Suffrage";"1872-11-00";325;"Susan B. Anthony";0;"";145;"Monroe County, NY";0;"";0;"";0;"";0;"";0;0;0;0;"";"";"https://books.google.com/books?id=ovDtAAAAMAA"
459;"speech";"A Plea In Behalf Of The Cuban Revolution";"Cuba";"1872-12-13";169;"Henry Highland Garnet";0;"";2;"New York City, NY";93;"Cooper Union";0;"";0;"";0;"";0;0;0;0;"";"";"https://books.google.com/books/about/The_Voic"
460;"speech";"A Women's Right to Vote";"";"1873-00-00";325;"Susan B. Anthony";0;"";130;"Rochester, NY";0;"";0;"";0;"";0;"";0;0;0;0;"";"";"http://www.nationalcenter.org/AnthonySuffrage"
461;"speech";"Is It a Crime for a U.S. Citizen to Vote";"";"1873-04-03";325;"Susan B. Anthony";0;"";146;"New York, USA";0;"";0;"";0;"";0;"";0;0;0;0;"";"";"http://voicesofdemocracy.umd.edu/susan-b-anth"
462;"speech";"Eulogy on Charles Sumner";"";"1874-00-00";356;"Robert Brown Elliott";0;"";28;"Boston, MA";11;"Faneuil Hall";0;"";0;"";0;"";0;0;0;0;"";"";"https://books.google.com/books?id=I0a0CwAAQBA"
463;"speech";"Civil Rights Bill";"Civil Rights Bill";"1874-00-00";357;"Richard H. Cain";0;"";13;"Washington, D.C.";58;"U.S. Capitol";0;"";0;"";76;"U.S. House of Representatives";0;0;0;0;"";"";"https://books.google.com/books?id=I0a0CwAAQBA"
464;"speech";"Speech in Congress on the Civil Rights Bill";"Civil Rights Bill";"1874-01-06";356;"Robert Brown Elliott";0;"";13;"Washington, D.C.";58;"U.S. Capitol";0;"";0;"";76;"U.S. House of Representatives";0;0;0;0;"";"";"https://books.google.com/books/about/American"
465;"speech";"A Defense of Independent Voting";"";"1874-03-10";358;"William Still";0;"";16;"Philadelphia, PA";104;"Concert Hall";0;"";0;"";0;"";1;0;0;0;"";"";"https://books.google.com/books/about/The_Voic"
466;"eulogy";"Eulogy on Charles Sumner";"Charles Sumner";"1874-04-27";351;"Joseph H. Rainey";0;"";13;"Washington, D.C.";58;"U.S. Capitol";0;"";0;"";76;"U.S. House of Representatives";0;0;0;0;"";"";"https://books.google.com/books/about/The_Voic"
467;"eulogy";"Eulogy on Sumner";"Charles Sumner";"1874-04-27";359;"Lucius Quintus Cincinnatus Lamar";0;"";13;"Washington, D.C.";58;"U.S. Capitol";0;"";0;"";80;"U.S. Senate";0;0;0;0;"";"";"https://books.google.com/books/about/Oratory_"
468;"speech";"Equality Before The Law";"Cuba";"1874-05-17";63;"John Mercer Langston";0;"";134;"Oberlin, OH";105;"Oberlin College";0;"";0;"";130;"Oberlin College";0;0;0;0;"";"";"https://books.google.com/books/about/The_Voic"
469;"speech";"Civil Rights and Social Equality";"Civil Rights Bill";"1875-02-03";354;"John R. Lynch";0;"";13;"Washington, D.C.";58;"U.S. Capitol";0;"";0;"";76;"U.S. House of Representatives";0;0;0;0;"";"";"https://books.google.com/books?id=ojIA-vJtV_s"
470;"speech";"Civil Rights Bill";"Civil Rights Bill";"1875-02-04";360;"James T. Rapier";0;"";13;"Washington, D.C.";58;"U.S. Capitol";0;"";0;"";76;"U.S. House of Representatives";0;0;0;0;"";"";"https://books.google.com/books/about/The_Voic"
471;"speech";"On his son taking the his seat in the French ";"";"1875-02-11";361;"Alexandre Dumas, Fils";0;"";21;"Paris, France";0;"";0;"";0;"";0;"";0;0;0;0;"";"";"https://books.google.com/books?id=ojIA-vJtV_s"
472;"speech";"Speech Delivered in Atlanta";"Political Rally";"1875-05-12";362;"Benjamin Harvey Hill";0;"";19;"Atlanta, GA";0;"";0;"";0;"";0;"";1;0;0;0;"";"";"https://books.google.com/books/about/Oratory_"
473;"speech";"An Address Delivered to the United States Sen";"";"1876-00-00";363;"Blanche K. Bruce";0;"";13;"Washington, D.C.";58;"U.S. Capitol";0;"";0;"";80;"U.S. Senate";0;0;0;0;"";"";"https://books.google.com/books?id=I0a0CwAAQBA"
474;"sermon";"Evening Sermon";"";"1876-00-00";364;"Dwight L. Moody";0;"";1;"unknown";0;"";0;"";0;"";0;"";0;0;0;0;"";"";"https://books.google.com/books?id=DDBSAQAAIAA"
475;"speech";"A Speech Delivered in March, 1876, When It Be";"";"1876-03-00";363;"Blanche K. Bruce";0;"";13;"Washington, D.C.";58;"U.S. Capitol";0;"";0;"";80;"U.S. Senate";0;0;0;0;"";"";"https://books.google.com/books?id=I0a0CwAAQBA"
476;"speech";"Crispus Attucks";"Crispus Attucks";"1876-03-07";365;"George L. Ruffin";0;"";28;"Boston, MA";0;"";0;"";0;"";131;"Banneker Literary Club";0;0;0;0;"";"";"https://books.google.com/books?id=ojIA-vJtV_s"
477;"speech";"Address on the Death of Colonel Custer";"Colonel Custer, Native Americans, Sioux Tribe";"1876-07-13";345;"Henry McNeal Turner";0;"";16;"Philadelphia, PA";40;"Bethel Church";0;"";0;"";0;"";0;0;0;0;"";"";"https://books.google.com/books/about/The_Voic"
478;"speech";"The Sioux's Revenge";"Colonel Custer, Native Americans, Sioux Tribe";"1876-07-13";366;"B.T. Tanner";0;"";16;"Philadelphia, PA";40;"Bethel Church";0;"";0;"";0;"";0;0;0;0;"";"";"https://books.google.com/books/about/The_Voic"
479;"sermon";"How Long? How Long, O Heaven?";"";"1876-08-05";345;"Henry McNeal Turner";0;"";16;"Philadelphia, PA";106;"Union Church";0;"";0;"";0;"";0;0;0;0;"";"";"https://books.google.com/books/about/The_Voic"
480;"speech";"Homes of Single Women";"";"1877-00-00";325;"Susan B. Anthony";0;"";114;"various";0;"";0;"";0;"";0;"";1;0;0;0;"";"";"https://books.google.com/books?id=ovDtAAAAMAA"
481;"speech";"The Other Phase of Reconstruction";"";"1877-04-17";63;"John Mercer Langston";0;"";147;"Jersey City, NJ";0;"";0;"";0;"";0;"";1;0;0;0;"";"";"https://books.google.com/books?id=I0a0CwAAQBA"
482;"speech";"Socialism: The Remedy For The Evils Of Societ";"Socialism, Striking";"1877-07-22";367;"Peter H. Clark";0;"";54;"Cincinnati, OH";0;"";0;"";0;"";0;"";1;0;0;0;"";"";"https://books.google.com/books/about/The_Voic"
483;"speech";"I Protest Against Hayes's Southern Policy";"Rutherford B. Hayes";"1877-08-00";368;"Jesse Lawson";0;"";148;"Princeton, NJ";0;"";0;"";0;"";0;"";1;0;0;0;"";"";"https://books.google.com/books/about/The_Voic"
484;"speech";"Reasons Why The Colored American Should Go To";"Africa, Repatriation";"1877-10-00";369;"John E. Bruce";0;"";16;"Philadelphia, PA";0;"";0;"";0;"";0;"";1;0;0;0;"";"";"https://books.google.com/books/about/The_Voic"
485;"speech";"Surrender Speech";"";"1877-10-05";370;"Chief Joseph";0;"";149;"Bear Paw Mountains, Montana Territory";0;"";0;"";0;"";0;"";0;0;0;0;"";"";"http://www.gsu.edu/~eslmlm/chiefjoseph.html, "
486;"speech";"Unsung Heroes";"";"1879-03-02";371;"L.T. Chamberlain";0;"";4;"San Francisco, CA";0;"";0;"";0;"";0;"";0;0;0;0;"";"";"https://books.google.com/books?id=KdoaEQoc284"
487;"speech";"The Negro Exodus from the Gulf States";"Great Exodus of 1879, Migration";"1879-09-12";24;"Frederick Douglass";0;"";150;"Saratoga, NY";0;"";0;"";0;"";132;"American Social Science Association";0;0;0;0;"";"";"https://books.google.com/books?id=I0a0CwAAQBA"
488;"speech";"The Emigration of Colored Citizens from the S";"Great Exodus of 1879, Migration";"1879-09-12";372;"Richard T. Greener";0;"";150;"Saratoga, NY";0;"";0;"";0;"";132;"American Social Science Association";0;0;0;0;"";"";"https://books.google.com/books/about/The_Voic"
489;"speech";"The Plight of the Ponca Indians";"Native Americans";"1879-11-25";373;"Susette LaFlesche";0;"";28;"Boston, MA";11;"Faneuil Hall";0;"";0;"";0;"";1;0;0;0;"";"";"https://books.google.com/books/about/Outspoke"
490;"speech";"The First African-American Governor";"Campaigning";"1880-00-00";374;"P.B.S. Pinchback";0;"";82;"Indianapolis, IN";0;"";0;"";0;"";0;"";0;0;0;0;"";"";"https://books.google.com/books?id=KdoaEQoc284"
491;"speech";"Our Girls";"";"1880-00-00";41;"Elizabeth Cady Stanton";0;"";114;"various";0;"";0;"";0;"";0;"";0;0;0;0;"";"";"http://voicesofdemocracy.umd.edu/elizabeth-ca"
492;"speech";"A Call For A Change In Our Indian Policy";"Native Americans";"1880-04-07";363;"Blanche K. Bruce";0;"";13;"Washington, D.C.";58;"U.S. Capitol";0;"";0;"";80;"U.S. Senate";0;0;0;0;"";"";"https://books.google.com/books/about/The_Voic"
493;"speech";"A Plea For Universal Education in the South";"Education";"1883-01-23";375;"Robert McElwee";0;"";18;"Nashville, TN";107;"Tennessee State Capitol";0;"";0;"";133;"TN State Legislature";0;0;0;0;"";"";"https://books.google.com/books/about/The_Voic"
494;"speech";"The Education of the Negro";"Education";"1883-08-02";376;"Atticus Greene Haygood";0;"";151;"Monteagle, TN";0;"";0;"";0;"";0;"";1;0;0;0;"";"";"https://books.google.com/books/about/Oratory_"
495;"speech";"The Black Woman Of The South: Her Neglects an";"Women's Rights";"1883-08-15";377;"Alexander Crummell";0;"";152;"Ocean Grove, NJ";108;"Methodist Episcopal Church";0;"";0;"";134;"Freedman's Aid Society";0;0;0;0;"";"";"https://books.google.com/books/about/The_Voic"
496;"speech";"The Crime of Poverty";"Poverty";"1885-04-01";378;"Henry George";0;"";153;"Burlington, IA";109;"Opera House";0;"";0;"";0;"";0;0;0;0;"";"";"https://books.google.com/books?id=ox91llFB5j4"
497;"sermon";"Divine Providence and Design";"";"1885-06-28";379;"Henry Ward Beecher";0;"";2;"New York City, NY";110;"Plymouth Church";0;"";0;"";0;"";0;0;0;0;"";"";"https://books.google.com/books?id=DDBSAQAAIAA"
498;"sermon";"Christian Healing";"";"1886-00-00";380;"Mary Baker Eddy";0;"";28;"Boston, MA";111;"First Church of Christ, Scientist";0;"";0;"";0;"";0;0;0;0;"";"";"https://books.google.com/books/about/Outspoke"
499;"speech";"Reasons For A New Political Party";"Republican Party, Temperance";"1886-02-12";345;"Henry McNeal Turner";0;"";19;"Atlanta, GA";0;"";0;"";0;"";0;"";0;0;0;0;"";"";"https://books.google.com/books/about/The_Voic"
500;"speech";"The Present Relations of Labor And Capital";"Labor";"1886-04-20";129;"T. Thomas Fortune";0;"";2;"New York City, NY";0;"";0;"";0;"";135;"Brooklyn Literary Union";0;0;0;0;"";"";"https://books.google.com/books/about/The_Voic"
501;"speech";"Address to the Court";"";"1886-10-07";381;"August Spies";0;"";10;"Chicago, IL";64;"Courthouse";0;"";0;"";117;"Court";0;0;0;0;"";"";"https://books.google.com/books?id=ox91llFB5j4"
502;"speech";"Address at the Dedication of the Statue of Li";"";"1886-10-28";382;"Grover Cleveland";0;"";2;"New York City, NY";112;"Statue of Liberty";0;"";0;"";0;"";0;0;0;0;"";"";"https://books.google.com/books/about/American"
503;"speech";"The New South";"";"1886-12-21";383;"Henry Woodfin Grady";0;"";2;"New York City, NY";113;"Delmonico's Restaurant";0;"";0;"";136;"New England Society of New York";0;0;0;0;"";"";"https://books.google.com/books/about/Oratory_"
504;"speech";"The Old South";"";"1887-04-26";384;"John Brown Gordon";0;"";37;"Augusta, GA";0;"";0;"";0;"";137;"Confederate Survivors' Association";0;0;0;0;"";"";"https://books.google.com/books/about/Oratory_"
505;"speech";"Importance of Race Pride";"";"1888-03-24";385;"Edward Everett Brown";0;"";28;"Boston, MA";0;"";0;"";0;"";138;"National League of Boston";0;0;0;0;"";"";"https://books.google.com/books/about/The_Voic"
506;"sermon";"The Heavenly Vision";"";"1888-03-24";386;"Anna Howard Shaw";0;"";13;"Washington, D.C.";0;"";0;"";0;"";139;"International Council of Women";0;0;0;0;"";"";"https://books.google.com/books/about/Outspoke"
507;"speech";"Woman Suffrage";"Women's Suffrage, Women's Rights";"1888-04-00";24;"Frederick Douglass";0;"";13;"Washington, D.C.";0;"";0;"";0;"";139;"International Council of Women";0;0;0;0;"";"";"https://books.google.com/books/about/The_Voic"
508;"speech";"Address of Welcome to the International Counc";"";"1888-05-25";41;"Elizabeth Cady Stanton";0;"";13;"Washington, D.C.";0;"";0;"";0;"";139;"International Council of Women";0;0;0;0;"";"";"https://books.google.com/books?id=ovDtAAAAMAA"
509;"speech";"Address to the Confederate Survivors Associat";"";"1889-04-26";387;"Charles Colcock Jones, Jr.";0;"";37;"Augusta, GA";0;"";0;"";0;"";137;"Confederate Survivors' Association";0;0;0;0;"";"";"https://books.google.com/books/about/Oratory_"
510;"letter";"An Open Letter to the Educational League of G";"";"1889-06-00";388;"Josephine St. Pierre Ruffin";0;"";28;"Boston, MA";0;"";0;"";0;"";140;"Educational League of Gergia";0;0;0;0;"";"";"https://books.google.com/books?id=ojIA-vJtV_s"
511;"speech";"Organized Resistance Is Our Best Remedy";"Self Defense, Reconstuction";"1889-10-05";369;"John E. Bruce";0;"";1;"unknown";0;"";0;"";0;"";0;"";0;0;0;0;"";"";"https://books.google.com/books/about/The_Voic"
512;"speech";"Nat Turner";"Nat Turner, John Brown";"1889-12-00";389;"Arthur W. Handy";0;"";1;"unknown";0;"";0;"";0;"";0;"";0;0;0;0;"";"";"https://books.google.com/books/about/The_Voic"
513;"speech";"Wall Street Owns The Country";"Wall Street";"1890-00-00";390;"Mary Elizabeth Lease";0;"";1;"unknown";0;"";0;"";0;"";0;"";0;0;0;0;"";"";"https://books.google.com/books?id=ox91llFB5j4"
514;"speech";"Speech to the Women's Christian Temperance Un";"";"1890-00-00";390;"Mary Elizabeth Lease";0;"";1;"unknown";0;"";0;"";0;"";77;"Women's Christian Temperance Union";0;0;0;0;"";"";"https://books.google.com/books?id=ox91llFB5j4"
515;"speech";"The Negro Question";"";"1890-01-30";391;"Zebulon Baird Vance";0;"";13;"Washington, D.C.";58;"U.S. Capitol";0;"";0;"";80;"U.S. Senate";0;0;0;0;"";"";"https://books.google.com/books/about/Oratory_"
516;"speech";"Negro Emigration";"";"1890-01-30";392;"Wade Hampton";0;"";13;"Washington, D.C.";58;"U.S. Capitol";0;"";0;"";80;"U.S. Senate";0;0;0;0;"";"";"https://books.google.com/books/about/We_Want_"
517;"speech";"Address at the Council Meeting of Hunkpapa Si";" ";"1890-10-09";393;"Kicking Bear";0;"";154;"Great Sioux Reservation";0;"";0;"";0;"";141;"Council Meeting of Hunkpapa Sioux";0;0;0;0;"";"";"http://voicesofdemocracy.umd.edu/kicking-bear"
518;"speech";"Inaugural As South Carolina Governor";"";"1890-12-04";394;"Benjamin Ryan Tillman";0;"";9;"Columbia, SC";2;"South Carolina State House";0;"";0;"";142;"South Carolina General Assembly";0;0;0;0;"";"";"https://books.google.com/books/about/We_Want_"
519;"speech";"A Speech Laudatory of the Negro";"";"1891-00-00";63;"John Mercer Langston";0;"";13;"Washington, D.C.";58;"U.S. Capitol";0;"";0;"";0;"";0;0;0;0;"";"";"https://books.google.com/books?id=I0a0CwAAQBA"
520;"speech";"The Solitude of Self";"";"1892-01-18";41;"Elizabeth Cady Stanton";0;"";13;"Washington, D.C.";0;"";0;"";0;"";143;"House Committee on the Judiciary";0;0;0;0;"";"";"http://voicesofdemocracy.umd.edu/elizabeth-ca"
521;"speech";"The Solitude of Self";"";"1892-01-20";41;"Elizabeth Cady Stanton";0;"";13;"Washington, D.C.";0;"";0;"";0;"";144;"Senate Committee on Woman Suffrage";0;0;0;0;"";"";"https://books.google.com/books?id=KdoaEQoc284"
522;"lecture";"The Subjective Necessity for Social Settlemen";"";"1892-07-00";395;"Jane Adams";0;"";155;"Plymouth, MA";0;"";0;"";0;"";145;"Ethical Culture Societies";0;0;0;0;"";"";"https://books.google.com/books/about/Outspoke"
523;"speech";"Southern Horrors: Lynch Laws in All Its Phase";"";"1892-10-05";176;"Ida B. Wells";0;"";2;"New York City, NY";114;"Lyric Hall";0;"";0;"";0;"";0;0;0;0;"";"";"https://books.google.com/books/about/Outspoke"
524;"speech";"The Child, the State, and the Nation";"";"1893-00-00";396;"Florence Kelly";0;"";114;"various";0;"";0;"";0;"";0;"";0;0;0;0;"";"";"https://books.google.com/books/about/Outspoke"
525;"speech";"Lynch Law in All of Its Phases";"";"1893-02-13";176;"Ida B. Wells";0;"";28;"Boston, MA";92;"Tremont Temple";0;"";0;"";0;"";0;0;0;0;"";"";"http://voicesofdemocracy.umd.edu/ida-b-wells-"
526;"speech";"Woman's Political Future";"";"1893-05-20";26;"Frances Watkins Harper";0;"";10;"Chicago, IL";0;"";0;"";0;"";146;"World's Congress of Representative Women";0;0;0;0;"";"";"http://voicesofdemocracy.umd.edu/frances-watk"
527;"speech";"World Parliament of Religions Opening Speech";"";"1893-09-11";397;"Swami Vivekananda";0;"";10;"Chicago, IL";0;"";0;"";0;"";147;"Parliament of the World's Religions";0;0;0;0;"";"";"http://www.americanrhetoric.com/speeches/swam"
528;"speech";"Justice Or Emigration Should Be Our Watchword";"Reparations, Emigration";"1893-11-00";345;"Henry McNeal Turner";0;"";54;"Cincinnati, OH";0;"";0;"";0;"";148;"National Council of Colored Men";0;0;0;0;"";"";"https://books.google.com/books/about/The_Voic"
529;"speech";"The Ethics of the Hawaiian Question";"Hawaii";"1894-03-00";398;"William Saunders Scarborough";0;"";156;"Wilberforce, OH";115;"Wilberforce University";0;"";0;"";149;"Wilberforce University";0;0;0;0;"";"";"https://books.google.com/books/about/The_Voic"
530;"speech";"Demand For Party Recognition";"Republican Party, Populist Party";"1894-05-04";325;"Susan B. Anthony";0;"";79;"Kansas City, KS";0;"";0;"";0;"";0;"";0;0;0;0;"";"";"https://books.google.com/books/about/Outspoke"
531;"speech";"A Call for Black Women";"Women's Rights, Black Women";"1895-00-00";388;"Josephine St. Pierre Ruffin";0;"";28;"Boston, MA";0;"";0;"";0;"";150;"Women's Era Club";0;0;0;0;"";"";"https://books.google.com/books?id=KdoaEQoc284"
532;"speech";"Speech to the Atlanta Cotton States and Inter";"";"1895-09-18";235;"Booker T. Washington";0;"";19;"Atlanta, GA";0;"";0;"";0;"";151;"Atlanta Cotton States and International Conve";0;0;0;0;"";"";"http://americanradioworks.publicradio.org/fea"
533;"speech";"Speech on his release from Woodstock Jail";"";"1895-11-22";399;"Eugene V. Debs";0;"";10;"Chicago, IL";116;"Armory of Battery D";0;"";0;"";0;"";0;0;0;0;"";"";"https://archive.org/details/cu31924002385379"
